data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2021-10-20;12:50:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA GERVASIO PIRES;418;;AO LADO DO POSTE BO26003;BOA VISTA;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
2021-10-20;14:29:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;11;;E/F A  CELPE;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;2;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa contínua;Faixa seccionada;
2021-10-20;18:48:00;COM VÍTIMA;CANCELADA;AREIAS;AV DR JOSE RUFINO;1099;;E/F AO SENAI;AREIAS;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-10-21;08:57:00;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A UPA;IMBIRIBEIRA;310;;COLISÃO TRASEIRA;0;1;0;0;0;0;1;0;0;1;0;;;;;;;;;;;;;
2021-10-21;14:29:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO CLUBE PORTUGUES;ESPINHEIRO;;;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Única;Faixa seccionada;;
2021-10-21;14:39:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA ISAAC SALAZAR;45;;EM FRENTE AO EDIFÍCIO RESEDÁ;TAMARINEIRA;;CIDADE;;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Única;Não existe;;
2021-10-21;20:28:00;VÍTIMA FATAL;FINALIZADA;MADALENA;RUA REAL DA TORRE;502;;EM FRENTE AO MERCADO DA MADALENA;MADALENA;;AFOGADOS;CHOQUE;0;1;0;0;0;0;0;0;0;0;1;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2021-10-22;08:25:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE MIGUEL ARRAES DE ALENCAR;2459;;LADO OPOSTO AO T2 VEICULOS;ENCRUZILHADA;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa seccionada;Canteiro central;
2021-10-22;08:35:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO HOSPICIO;;RUA PRINCESA IZABEL;EM FRENTE A CAMARA DOS VEREADORES DE RECIFE;BOA VISTA;31;CIDADE;COLISÃO FRONTAL;1;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-25c;40 km/h;Única;Faixa contínua;;
2021-10-22;09:31:00;COM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;2926;;EM FRENTE MARMOARIA AQUIPEDRAS;TORRÕES;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Dupla;Faixa contínua;Canteiro central;
2021-10-22;10:13:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;255;;AO LADO DA ESCOLA DE EDUCADORES DO RECIFE;MADALENA;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Única;Faixa seccionada;;
2021-10-22;10:33:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;1164;;EM FRENTE AO EDIFICIO BELÉM;BOA VIAGEM;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa contínua;Faixa seccionada;
2021-10-22;14:12:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;1670;;EM FRENTE A IGREJA INTERNACIONAL DA GRAÇA;SAN MARTIN;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;Faixa seccionada;
2021-10-22;15:54:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA QUITERIO INACIO DE MELLO;261;RUA CINCO DE NOVEMBRO;IMPORT PNEUS;AFOGADOS;;SUBURBIO;COLISÃO TRANSVERSAL;0;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-10-22;17:52:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;218;RUA PADRE CABRAL;E/F A CERPE  LABORATORIO;BOA VIAGEM;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;Dupla;Faixa seccionada;;
2021-10-22;18:10:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;3021;RUA ADOLFO FARO;POSTO FEDERAL;AREIAS;;SUBURBIO;COLISÃO COM CICLISTA;0;0;0;1;0;0;1;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-10-22;21:07:40;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;;LADO OPOSTO PIZZARIA CAPITÃO GANCHO;BOA VIAGEM;;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;1;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-10-22;23:23:40;COM VÍTIMA;FINALIZADA;CABANGA;PTE GOVERNADOR PAULO GUERRA;;;CURVA DO LARGO DO CABANGA;CABANGA;;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
2021-10-23;09:18:00;COM VÍTIMA;CANCELADA;MANGABEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;EM FRENTE O SESC DA AV NORTE, SENTIDO CENTRO;MANGABEIRA;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-10-23;14:15:00;SEM VÍTIMA;CANCELADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;;E/F A  UPA  S/T SUB;TORRÕES;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-23;14:15:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA BLUMENAU;;;SEMÁFORO Nº 111;IPSEP;111;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;
2021-10-23;15:20:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3905;;E/F AO  TERMINAL DE METRO DE TEJIPIO;TEJIPIÓ;434;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Dupla;Faixa contínua;;
2021-10-23;22:00:40;COM VÍTIMA;FINALIZADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;;;E/F ENTRADA DO SUPERMECADO EXTRA;MADALENA;;;COLISÃO TRANSVERSAL;1;0;1;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa contínua;Faixa seccionada;
2021-10-24;04:44:00;COM VÍTIMA;FINALIZADA;CAJUEIRO;AV BEBERIBE;;;EM FRENTE AO N° 3185;CAJUEIRO;;CIDADE;CHOQUE;1;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;;Não há placas;50 km/h;Dupla;Canteiro central;;
2021-10-24;10:21:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3843;;SOB SEMÁFORO 497;TEJIPIÓ;497;CIDADE;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
2021-10-24;13:26:00;COM VÍTIMA;FINALIZADA;PINA;AV BRASILIA FORMOSA;;;NA PISTA QUE DA ACESSO A ESCULTURA DE BRENNAND;PINA;;;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-10-24;15:45:00;COM VÍTIMA;FINALIZADA;SANCHO;AV LIBERDADE;648;;PIZZARIA E CHURRASCARIA MANÁ;SANCHO;;CIDADE;COLISÃO COM CICLISTA;1;1;0;1;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Não existente;Seca;;Não existe;Não há placas;;Dupla;Não existe;;
2021-10-24;18:05:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA CONEGO BARATA;;;E/F A FERREIRA COSTA;TAMARINEIRA;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-24;21:51:40;SEM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;354;;PRÓX AO CARTORIO DE TEJIPIO, SNT JABOATAO;TEJIPIÓ;;;ENGAVETAMENTO;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-24;22:18:40;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;AO LADO DA PAGUE NORTE  /// SEMÁFORO 079;CASA AMARELA;;;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-25;14:43:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV PREFEITO ARTUR LIMA CAVALCANTI;AO LADO DA SECRETARIA  DE INFRAENSTRUTURA;SANTO AMARO;343;CIDADE;COLISÃO FRONTAL;0;1;0;0;0;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2021-10-25;15:01:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SEMÁFORO 378;SANTO AMARO;378;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2021-10-25;16:52:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;RUA ARLINDO GOUVEIA;;MADALENA;621;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Dupla;Canteiro central;;
2021-10-25;17:51:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;7787;RUA GUADALAJARA;E/F AO GERALDAO   S/T CID;IMBIRIBEIRA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;Canteiro central;
2021-10-25;18:00:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;SEMÁFORO;AREIAS;494;SUBURBIO;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
2021-10-25;18:24:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO DIAS MARTINS;255;RUA DONA MAGINA PONTUAL;AO LADO DO EDIFICIO MIRELLA;BOA VIAGEM;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Dupla;Faixa contínua;Faixa seccionada;
2021-10-26;07:35:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA GOMES TABORDA;;EST DO FORTE DO ARRAIAL N. DO B. JESUS;SOB SEMÁFORO 249;CORDEIRO;249;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;30 km/h;Dupla;Faixa seccionada;;
2021-10-26;07:42:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;804;RUA PROFESSOR MARIO CASTRO;E/F AO POSTO DE GASOLINA BR;BOA VIAGEM;158;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Canteiro central;;
2021-10-26;08:20:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE MIGUEL ARRAES DE ALENCAR;2075;;CAXANGÁ ACESSÓRIOS;ENCRUZILHADA;;CIDADE;COLISÃO TRASEIRA;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
2021-10-26;10:03:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;940;;PRÓXIMO AO FERRO E AÇO;SÃO JOSÉ;;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;60 km/h;Única;Não existe;;
2021-10-26;11:33:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;EM FRENTE A PAGUE MENOS;CASA FORTE;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-10-26;14:10:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SEMÁFORO 378;SANTO AMARO;378;SUBURBIO;COLISÃO FRONTAL;2;1;0;0;0;0;0;0;0;1;0;Outros;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Canteiro central;;
2021-10-26;18:05:00;COM VÍTIMA;CANCELADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO SHOPPING TACARUNA, SENTIDO OLINDA;SANTO AMARO;;;QUEDA;0;2;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-10-26;18:35:00;COM VÍTIMA;FINALIZADA;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);;;PROX A PRIMEIRA LOMBADA ELETRONICA SENTIDO BOA VIAGEM;PINA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;;
2021-10-26;21:28:40;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA VINTE E UM DE ABRIL;854;RUA REALENGO;PROX AO CLUBE FERROVIARIO;AFOGADOS;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;R-30;;Dupla;Não existe;;
2021-10-27;07:25:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;SOB O SEMÁFORO 75;DERBY;75;;COLISÃO TRASEIRA;0;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;60 km/h;Dupla;Canal;;
2021-10-27;09:42:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE MIGUEL ARRAES DE ALENCAR;1302;;EM FRENTE A IGREJA PRESBITERIANA FAMÍLIA CRISTÃ. BO 242567 É CONTINUAÇÃO DO BO 212568;SANTO AMARO;;SUBURBIO;COLISÃO TRASEIRA;4;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
2021-10-27;10:36:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;;;EM FRENTE AO ESTACIONAMENTO PRIVATIVO DA SECRETARIA DA FAZENDA  / SENT AFOGADOS;SÃO JOSÉ;;SUBURBIO;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
2021-10-27;15:33:00;SEM VÍTIMA;CANCELADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;4312;RUA GOMES COUTINHO;PRÓX AO POSTO BR;CASA AMARELA;643;SUBURBIO;COLISÃO LATERAL;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;
2021-10-27;18:07:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;;E/F A PREFEITURA;BAIRRO DO RECIFE;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-27;19:07:00;COM VÍTIMA;FINALIZADA;PRADO;RUA GOMES TABORDA;;RUA DES ADOLFO CIRIACO;SINOI COMBUSTÍVEIS;PRADO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Faixa seccionada;;
2021-10-28;12:39:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;;;EM FRENTE AO POSTO DE GASOLINA PETROBRAS;BOA VIAGEM;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-28;13:19:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV GENERAL SAN MARTIN;478;;EM FRENTE A SORVETERIA  MUG;CORDEIRO;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Outras;;Dupla;Faixa contínua;;
2021-10-28;13:40:00;COM VÍTIMA;FINALIZADA;VÁRZEA;RUA VALE DO SIRIJI;5049;;;VÁRZEA;;;CHOQUE;0;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-10-28;17:21:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;RUA DES DIRCEU BORGES;E/F AO POSTO IPIRANGA;AFOGADOS;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-10-28;18:32:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;RUA TENENTE JOAO CICERO;;BOA VIAGEM;;CIDADE;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-4b;;Única;Faixa seccionada;;
2021-10-28;18:42:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA HENRIQUE CAPITULINO;;AV CONSELHEIRO AGUIAR;SEMÁFORO 143 / PRÓX A LOJA PRADORMIR;BOA VIAGEM;143;CIDADE;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
2021-10-28;22:15:40;COM VÍTIMA;FINALIZADA;AFOGADOS;PTE DO MOTOCOLOMBO;;;EM CIMA DA PONTE;AFOGADOS;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
2021-10-29;10:34:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;;AO LADO DA AERONÁLTICA FAIXA  DA DIREIRA SENTIDO PIEDADE/ SEGUNDO COMAR DO QUARTEL GERERAL;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
2021-10-29;12:58:00;SEM VÍTIMA;CANCELADA;TOTÓ;RUA ONZE DE AGOSTO;;;AO LADO  DO BIDU KRAUSE;TOTÓ;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-10-29;17:00:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA SOUZA BANDEIRA;483;RUA DIANOPOLIS;SOB O SEMÁFORO 317;TORRE;317;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Não existe;;
2021-10-29;21:32:40;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;AV PROFESSOR JOSE DOS ANJOS;ESTADIO DO ARRUDA;ARRUDA;13;SUBURBIO;COLISÃO TRASEIRA;1;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Dê a preferência""";;Única;Faixa contínua;;
2021-10-30;06:03:00;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;1635;;PROX. AO ARMAZEM OLIVEIRA;LINHA DO TIRO;;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Não existe;;
2021-10-30;08:28:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;1008;;EM FRENTE AO N° 1008;AREIAS;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-10-30;11:31:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA JOAO IVO DA SILVA;;;OPOSTO AO N° 79;MADALENA;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2021-10-30;11:51:00;SEM VÍTIMA;FINALIZADA;ARRUDA;RUA DAS MOCAS;219;;AO LADO DO ESTÁDIO DO ARRUDA;ARRUDA;;SUBURBIO;;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2021-10-30;12:29:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;945;RUA FIDELIS MOLITERNO;MF CAR;CORDEIRO;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-10-30;13:03:00;SEM VÍTIMA;FINALIZADA;BRASÍLIA TEIMOSA;AV BRASILIA FORMOSA;18B;;;BRASÍLIA TEIMOSA;;SUBURBIO;;0;1;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;
2021-10-30;13:16:00;COM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;345;;PRÓX AO MARTELINHO DE OURO AUTO CRUZ;JORDÃO;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-10-30;14:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;AV DES JOSE NEVES;PROXIMO AO TREVO SUPERMERCADO;BOA VIAGEM;476;CIDADE;COLISÃO TRANSVERSAL;0;3;0;0;0;0;0;0;0;3;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2021-10-30;16:25:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA DR TOME DIAS;;;AO LADO DA CASA PIO;CASA AMARELA;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Faixa contínua;;
2021-10-30;17:15:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA DOS NAVEGANTES;1997;;EM FRENTE AO NAVEGANTES PRAIA HOTEL;BOA VIAGEM;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
